smiles,log_vp(pa),split
CC[N+](CC)(CC)CC.[Cl-],-3.386553979,train
[NH4+].[SH-],4.715959912,train
Cc1cccc(Cl)c1,2.690422017,train
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-2.699008351,train
CCc1ccccc1,3.077136072,train
CC(C)(C)CO,3.329010798,train
CC1=CCC(C(C)C)=CC1,2.161915142,train
O=[N+]([O-])c1cccc(Br)c1,0.96999617,train
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],-5.460131347,train
CCC(=O)OC(C)C,3.477679158,train
S=C([S-])NCCNC(=S)[S-],-4.947392233,train
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-4.256,train
OCC(Cl)(Cl)Cl,2.15831906,train
Nc1ccc([N+](=O)[O-])cc1Cl,-1.189362956,train
O=[N+]([O-])c1ccc2[nH]ccc2c1,-1.921345003,train
c1ccc2cc3c(ccc4ccccc43)cc2c1,-4.347167245,train
CCCCCCCCCCCI,-0.28794909,train
Nc1ccc(I)cc1,0.009690669,train
CCCCCCCCCCCCCCCCCO,-3.311232094,train
O=[N+]([O-])CBr,2.616279409,train
C=CCc1ccc(OC)cc1,1.156303769,train
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-5.03437146,train
CCCCCC(=O)OC,2.694019577,train
COC1=CC=C(C=C1)C=O,1.201397124,train
CCc1cnccn1,2.347611776,train
CCC(C)(CC)OC(N)=O,1.969997583,train
CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,-9.83371201,train
Fc1c(F)c(F)c(Cl)c(F)c1F,3.375057691,train
ClC(Cl)C(Cl)C(Cl)Cl,2.097562489,train
CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,-3.79589818,train
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,-7.956026603,train
O=C(O)CS,1.055610748,train
CON(C)C(=O)Nc1ccc(Cl)cc1,-1.699006263,train
CB(OP(C(F)(F)F)C(F)(F)F)OP(C(F)(F)F)C(F)(F)F,3.149,train
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-3.725885582,train
Clc1ccc(Cl)c(Cl)c1Cl,0.594979192,train
c1ccc2ocnc2c1,1.505106547,train
CC(C)=CC=C(C)C,3.370407973,train
O=C(O)C(c1ccccc1)c1ccccc1,-2.891478408,train
N#CO,5.034699557,train
CC(C)COB(OCC(C)C)OCC(C)C,1.684,train
CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,-5.634974505,train
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,-4.595019818,train
Cc1cccnc1C,2.553499247,train
CC(O)C(O)CO,-0.34849818,train
CCOP(C)(=O)SCCN(C(C)C)C(C)C,-0.970498339,train
CCCCCCCCCCCC#N,-0.50269818,train
C=CBr,5.018304209,train
CCCOC(=O)c1ccc(N)cc1,-0.963947086,train
Oc1ccc(OCc2ccccc2)cc1,-2.522922177,train
CCCCCCC(O)CC,1.177,train
O=[N+]([O-])c1c2ccccc2cc2ccccc12,-3.744770927,train
CC1(C)C(=O)N(CO)C(=O)N1CO,-4.920862186,train
OC1CCCCCCCCCCC1,-1.296465485,train
NC(=O)CN1CCCC1=O,-2.84168094,train
CCC(=O)NC,1.978931655,train
Cc1cccc2ccccc12,0.897847063,train
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,-4.412706697,train
CCCCCCCCCCCCCCCCCl,-2.082705593,train
CCCCCCCCCCCCCCN(C)C,-0.871506718,train
NC(N)=O,-2.795915026,train
CCC(C)(C)C(C)C,3.55620499,train
Brc1ccc(Oc2cccc(Br)c2)cc1,-1.996,train
CCC=CCC1=C(C)CCC1=O,0.587293303,train
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,-1.903,train
O=C1C(c2[nH]c3c(Br)cc(Br)cc3c2O)=Nc2c(Br)cc(Br)cc21,-8.972014708,train
ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2.754530764,train
CC(OP(C)(=O)Cl)C(C)(C)C,1.44086565,train
CCC(C)CS,3.42660182,train
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-7.39798344,train
Clc1ccccc1Cl,2.240604459,train
OCCCCCCCCCCCCO,-3.568,train
C1CN2CCC1CC2,2.406365246,train
ClCCCl,4.002190106,train
COc1ccc(C(C)=O)c(O)c1,-1.040683991,train
CCCCCCCC(=O)OOC(=O)CCCCCCC,-1.095508204,train
CNC(=O)C=C(C)OP(=O)(OC)OC,-3.112051255,train
Nc1ccccc1,1.902314549,train
CCOP(=O)(CN(CCO)CCO)OCC,1.758363761,train
Clc1ccc2cccc(Cl)c2c1,-0.453,train
Nc1ccnc(=O)[nH]1,-0.837678197,train
CCCC(C)C=O,3.377748336,train
ClN(Cl)Cl,-1.7000571,train
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.149260931,train
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-2.458464188,train
C=C(F)C(F)(F)F,5.834,train
Clc1cccc2c1Oc1ccccc1O2,-1.92094909,train
CC1CCC(C(C)C)C(=O)C1,1.566629535,train
C=C[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-3.89,train
CC1C=CCCC1,3.66480182,train
CCCCC(C=O)CC,2.393270934,train
CC1CCCCC1NC(=O)Nc1ccccc1,-6.273029196,train
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-0.458198258,train
Cc1ccccc1,3.500881137,train
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.247123275,train
CCC(C)SC(C)CC,2.516,train
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-],-7.61983219,train
COCC(C)OC(C)=O,2.718241596,train
C[C@H]1CCC[C@@H]1C,3.931,train
C=CCN(CC=C)C(=O)C(Cl)Cl,-0.055288778,train
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,-5.514706744,train
Oc1ccc(Cl)cc1Cl,1.104723058,train
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-3.822644391,train
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,-5.310418405,train
Ic1ccc2c(c1)Cc1ccccc1-2,-2.387,train
O=C(O)c1cccc(Cl)c1Cl,-1.517184014,train
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1O,-4.596351094,train
c1ccc2c(c1)sc1ccccc12,-1.377499962,train
CN1CCN(N=O)CC1,0.425925301,train
O=C1CC2CCC1C2,2.445041591,train
CC(=O)C12CC3CC(CC(C3)C1)C2,0.219,train
CCCCCCCCCCI,0.199198107,train
Cc1ccc(C)c(O)c1C,0.642492714,train
ClCC(Cl)CCl,2.676338017,train
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-6.180197241,train
O=C1CNC(=O)N1,-3.001784093,train
ClSC(Cl)(Cl)Cl,3.269400334,train
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,-5.531034615,train
CCCCCC(C)=O,2.640035546,train
CC=CC(C)O,2.903769777,train
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-6.460114764,train
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,-4.154921786,train
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,-2.414424312,train
O=C1C2CC3CC(C2)CC1C3,0.221,train
CCCCCCCCCC(=O)OC,0.69179994,train
CCc1ccccn1,2.814552537,train
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,-3.138,train
CCOC(=O)C(C)O,2.610660959,train
C=CCOC(=O)CC(C)=O,2.124895305,train
O=C=Nc1cccc(Cl)c1,1.408175363,train
O=C(O)c1nc(Cl)ccc1Cl,-2.789090737,train
CCc1ccc(Br)cc1,1.969997583,train
Nc1ccc(Cl)c(Cl)c1,0.019966169,train
c1ccc2c(c1)[nH]c1ccccc12,-3.837256118,train
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,-7.302233093,train
N,5.95783467,train
CCN(CC)CC,3.875655043,train
CC(C)OC(=O)Cl,3.693099425,train
CCOC(=O)CSP(=S)(OCC)OCC,-1.147563438,train
FCC(F)(F)OC(F)F,4.69305091,train
CNC1(c2ccccc2Cl)CCCCC1=O,-2.163297466,train
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-8.383743001,train
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,-5.574074699,train
Fc1nc(F)nc(F)n1,4.200442266,train
COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,-6.355276701,train
ClCCCI,2.425925301,train
CC=C(C)C,4.795342167,train
CC(=O)OCCOCCOCCOC(C)=O,-0.263381387,train
CC1CCCCC1C,3.300021709,train
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,-5.138708193,train
CCCC(C)(C)C(C)C,3.132099866,train
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,-3.275,train
CC1(C)[C@H]2CC[C@H](CO)[C@@H]1C2,0.365,train
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,-6.585070084,train
Clc1ccc(Cl)c2ccccc12,-0.55499909,train
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,2.141928644,train
CCC(C)C(C)(C)C,3.631266892,train
CCCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCCC,-7.61983219,train
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,-5.204858842,train
Oc1cccc(F)c1,2.200442266,train
C=CC1CC2C=CC1C2,3.014148518,train
CC1CO1,4.840670935,train
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.46392977,train
C[SiH](C)S[SiH](C)C,3.562,train
COC(=O)C(c1ccccc1)C1CCCCN1,-2.1049894,train
C1OC1C1CO1,3.715973881,train
O=NN(CCCl)C(=O)NCCCl,-1.412706697,train
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,-4.226744684,train
C1CN1,4.430656099,train
COC1=CC=C2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,-5.309256876,train
COP(=S)(OC)SCn1nnc2ccccc2c1=O,-5.218034292,train
COc1cccc(C(=O)O)c1,-0.699013436,train
CC1=CC=CC1,4.218291892,train
CC1CCCC1C,3.813755892,train
O=[N+]([O-])c1ccc(Br)cc1,0.120091597,train
Cn1sc(Cl)cc1=O,0.38016781,train
C/C=C\C,5.331,train
CN(CCO)CCO,-1.563909123,train
CC(C)OC(N)=O,1.329015288,train
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,-2.87,train
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,-1.496022352,train
C=C(C)C(=O)OCC1CCCO1,1.329015288,train
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-3.724252282,train
COC(OC)C(C)=O,3.053291157,train
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,-3.38,train
CCOc1ccc([N+](=O)[O-])cc1,-0.080616648,train
CCCCNC=O,0.506,train
CCCCCCCCCC(=O)OCC,0.38,train
O=[N+]([O-])c1ccccc1,1.511942564,train
CCN(CC)CC(=O)Nc1c(C)cccc1C,-3.045157999,train
Brc1cc(Br)c(Oc2ccccc2)c(Br)c1,-2.402,train
CCc1ccc(C)cc1,2.600508735,train
CCCC(CC)C(C)CCOC(C)=O,1.124895305,train
CCC1CCCC1,3.72541692,train
COC(F)(F)C(F)(F)C(F)(F)F,4.806027431,train
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,-0.93379961,train
C=CC(C)=O,4.020502143,train
CCCCC=CCCC=CCCCCCCOC(C)=O,-1.958598108,train
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,-7.767895877,train
CC(=O)C1(O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-7.333525451,train
Oc1ccc2c(c1)CCC2,0.124895305,train
Ic1ccccc1I,-0.102050002,train
NC(=O)NNC(N)=O,-2.10241634,train
CC1(C)OC1COc1c2ccoc2cc2oc(=O)ccc12,-5.022015165,train
Nc1ccc(O)c([N+](=O)[O-])c1,-2.329797579,train
COC(=O)CC(C)C,3.27100182,train
CCN.Cl,-1.316396124,train
CC(N)C(O)c1ccccc1,-0.937085598,train
Fc1cccc(Cl)c1,3.142089603,train
CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,-4.030006655,train
C=C1C2CCC(C2)C1(C)C,2.567843112,train
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,-8.5528854,train
Clc1cccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1Cl,-3.16,train
O=C(O)c1cccs1,0.016989908,train
CCNc1nc(N[C@H](C)CC)nc(OC)n1,-3.013,train
O=C(O)Cc1cc(O)ccc1O,-3.961290843,train
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,-3.337289793,train
Cc1cc[n+]([O-])cc1,0.823865309,train
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,-2.273044704,train
Cc1cc(Cl)cc2c1SC(=C1Sc3c(C)cc(Cl)cc3C1=O)C2=O,-7.39799818,train
C=C1CCC2CC1C2(C)C,2.595331918,train
CC(C)[C@H](C)O,3.086,train
O=Cc1cccc(C=O)c1,0.023071788,train
CC/C=C\CC,4.296,train
CCCCCCCCSCCO,-1.102024091,train
CC(=O)NC(CS)C(=O)O,-2.83371201,train
CC(C)(C#N)N=NC(C)(C)C#N,0.04658178,train
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,-8.761161343,train
CCC=CBr,4.010307445,train
O=CC(=O)O,2.15020117,train
CCCCOC(C)(C)CC,2.788,train
C1CSC1,3.845925993,train
C/C=C/C=C/COC(C)=O,1.949,train
Cl[Si](Cl)(Cl)Cl,4.497807308,train
CCCC(=O)Cl,3.74503136,train
CC(CCC(=O)O)C(=O)O,-3.0,train
Cc1ccc2cc3ccccc3cc2c1,-2.383794155,train
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,-6.799557734,train
c1ccc2c(c1)Cc1c-2ccc2ccccc12,-3.891868646,train
CCCOC(C)C,4.056,train
O=C(O)COc1ccc(Cl)cc1,-1.371314012,train
Brc1ccc(Oc2ccccc2)cc1,-0.746263762,train
O=C1[C@H]2CC=CC[C@@H]2C(=O)N1SC(Cl)(Cl)Cl,-4.959,train
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],-5.890760086,train
CC(CO)(CO)CO,-3.644655774,train
COc1cccc(C=O)c1O,-0.86226747,train
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,-3.712890331,train
C=CC1CC=C(C)CC1,2.756,train
CC1=CCC(=C(C)C)CC1,1.994718623,train
N#Cc1c(Cl)cccc1Cl,-1.0045082,train
COC(=O)C=Cc1ccccc1,0.665832585,train
CCCCCCCCC,2.69245966,train
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-3.536631528,train
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,4.283,train
O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,-5.930375335,train
CC1C(=O)CC2(C(C)C)CC12,1.757410404,train
ICCCI,1.539868653,train
O=C1CCC(=O)N1Cl,0.013074799,train
Oc1cccc(O)c1O,-1.194778848,train
c1ccc(-c2ccccn2)nc1,-2.761161343,train
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,-3.886551438,train
CCCCCCCCCC,2.193908708,train
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,-6.000043432,train
O=C(O)c1ccc(I)cc1,-1.578439505,train
CCCCCCCCCCCC(=O)O,-2.670789202,train
S=C=Nc1ccccc1,2.300986564,train
Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,-2.331,train
CCCCNC(=S)NCCCC,-0.498527738,train
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-1.752026734,train
c1ccc2c(c1)cnc1ccccc12,-2.557093633,train
Cc1cc2ncccc2c2nc(N)n(C)c12,-6.8794695,train
O=C(O)CCS,0.775854978,train
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,-3.46,train
CC1=CC=C(C=C1)O,-2.866461092,train
CO[P@@](=O)(NC(C)=O)SC,-3.646,train
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,-3.728976659,train
FC(F)F,6.67251046,train
Oc1ccc(/N=N/c2ccccc2)cc1,-4.51149818,train
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,-8.21140377,train
Oc1ccc(Cl)cc1-c1ccccc1,-2.845720917,train
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,-6.408237075,train
Cc1ccc2ccccc2c1C,0.096532375,train
CC(C)(C)c1cccc(C(C)(C)C)c1O,-0.011781835,train
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.501472262,train
CCCCCCOC(=O)CO,0.663,train
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-3.134698581,train
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.494895817,train
CCCCCCCCCCCCN(C)C,0.026947652,train
COC[C@@H](F)[C@@H](F)C(F)(F)F,3.91,train
O=Cc1cccnc1,1.873083332,train
CCC[Si](Cl)(Cl)Cl,3.584292469,train
CC(C)(C)c1ccccc1O,0.256387546,train
CN[C@@H](C)C(C)(C)c1ccccc1,1.011,train
C=CC(=O)OCCCCCCCC,1.128148562,train
CC(Br)C(=O)O,1.587293303,train
C=Cc1cccc(Cl)c1,2.118553449,train
O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34,-7.83371201,train
CCCCCCC(CCCC)c1ccccc1,-0.684772997,train
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,-2.030006655,train
CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.764,train
CC(C)(N)Cc1ccccc1,1.306083269,train
Clc1ccc(C(Cl)(Cl)Cl)cc1,0.60201656,train
CCCCN(C)N=O,1.732350328,train
Clc1cc(-c2cccc(Cl)c2Cl)cc(Cl)c1Cl,-3.11,train
C1=CCC=C1,4.752711023,train
CCCC(CC)CC,3.427059358,train
BrC1CCCCC1,2.647801938,train
CC[Si]CC,4.441955264,train
O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0.289,train
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-1.896,train
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,-5.102024091,train
CC(=O)NC(C)=O,0.122698562,train
COc1ccccc1CO,-0.242647403,train
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],-4.464636366,train
CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,-3.728976659,train
CCCC[C@@H](CC)CO,1.276,train
CN(C1CCCCC1)C1CCCCC1,0.124895305,train
O=C(O)CCCCCCCC(=O)O,-5.591154175,train
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-2.757833399,train
COC(F)(F)CF,4.69,train
CCCCCC(C)Br,2.48320182,train
Cc1cc(C)c(C)c(C)c1C,0.623511646,train
CCCC=C(C)C,3.857115003,train
C1CCSC1,3.274501865,train
CCCCCCF,3.873325071,train
NC(N)=NOCCC(N)C(=O)O,-5.372677575,train
CC(C)c1cccc2c(C(C)C)cccc12,-1.176134691,train
O=S(=O)(Cl)c1ccccc1,0.913769666,train
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1,-2.11,train
O=C[C@H](O)[C@H](O)[C@H](O)CO,-7.58059818,train
CCCOC(=O)CO,1.973,train
CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,0.46686762,train
CCCc1cccs1,2.62,train
CN(C)C,5.331086046,train
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,-3.92084085,train
FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,4.48660182,train
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,-8.605591751,train
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,-5.000013871,train
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,-4.795915026,train
NNC(=O)c1ccccc1N,-3.378175047,train
c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1,-4.958124648,train
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,-5.542666235,train
O=C(CCl)c1ccccc1,-0.132685849,train
Clc1cc(Cl)c2oc3cc(Cl)c(Cl)cc3c2c1,-5.585084132,train
Brc1ccc(Oc2ccccc2Br)cc1,-1.907,train
CCC(C)=O,4.076470157,train
CCOP(=O)(OCC)SCCN(CC)CC,-1.155,train
Oc1ccccc1I,-0.085523983,train
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,-6.853915396,train
CC=C=CC,4.626,train
CCCCOCN(C(=O)CC)c1c(CC)cccc1CC,-3.222,train
CNC(=O)O/N=C/C(C)(C)S(C)=O,-1.87509818,train
O=CC(Br)(Br)Br,2.307126535,train
CCC[N+](=O)[O-],3.167062999,train
Cc1cc(C)cc(C)c1,2.508648104,train
Cc1occc(=O)c1O,-1.255489689,train
COc1ccc(C(=O)O)cc1,-0.699013436,train
CNP(=O)(NC)Oc1ccccc1,-1.316396124,train
COc1nn(CSP(=S)(OC)OC)c(=O)s1,-3.414144599,train
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-2.581887768,train
C[C@H]1CCCO1,4.366,train
C=CF,6.347529372,train
CCP(=O)(F)F,3.979808327,train
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,-6.61983219,train
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,-5.644655774,train
O=[N+]([O-])c1cccc(F)c1,1.761,train
CCOC(=O)CC(C)=O,2.006745409,train
ON=C(Cl)Cl,3.174113328,train
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,1.568202154,train
CC(C)C1CCCC1,3.333258547,train
C=CCc1ccccc1,2.35278201,train
Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2)c1,-2.496,train
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-15.97,train
Oc1ccc(Sc2ccc(O)cc2)cc1,-4.61983219,train
Clc1cccc(-c2cc(Cl)cc(Cl)c2Cl)c1,-2.115,train
O=Cc1ccc2ccc3cccc4ccc1c2c34,-5.265,train
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,-0.720164185,train
Cc1cccc(N)c1C,1.036910994,train
C/C=C\CCCCCCC,2.226,train
C[C@@H]1CCC[C@@H]1C,3.806,train
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,-8.395723869,train
OCC(Br)CBr,1.081992483,train
CC(O)COCC(C)O,0.506384929,train
CN(C)c1ccncc1,2.124895305,train
C=C(C)C(=O)O,2.08670823,train
CON(C)C(=O)Nc1ccc(Oc2ccc3c(c2)OC(C)(OC)CC3(C)C)cc1,-2.607915573,train
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-4.829797302,train
C=CCOC(=O)Cl,3.425917474,train
O=C(O)Cc1cccc2ccccc12,-2.673707571,train
OCCN1CC(O)C(O)C(O)C1CO,-7.01000072,train
CCCC1CCCCN1,1.963744396,train
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.758308062,train
Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-4.759,train
CCN(CC)c1ccccc1,1.2577972,train
c1ccc2c(c1)ccc1c3ccccc3sc21,-4.818199012,train
CCCCC=C(C)C,3.375086537,train
O=C(O)CI,0.634097827,train
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,-5.42,train
C=CC(=O)OCCCC,2.846331654,train
C=COC(C)=O,4.113694667,train
C=CCN(CC=C)CC=C,2.685998399,train
C=CC#N,4.161541512,train
Clc1cccnc1,2.748144595,train
Cc1ccc(Cc2ccccc2)cc1,-0.135,train
COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,-2.295321098,train
Brc1cccc(Oc2ccc(Br)c(Br)c2)c1,-2.939,train
c1ccc(Sc2ccccc2)cc1,0.063598562,train
Nc1ccccc1O,-1.477164686,train
C=CCCCCCCCCCCC,0.926026833,train
C=CCCCCC=C,3.300986564,train
CCCCOC(=O)CCCCCCCC(=O)OCCCC,-1.39798344,train
Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-2.924,train
ClCC(Cl)=C(Cl)Cl,2.552118935,train
CCC(Cl)[N+](=O)[O-],2.892029454,train
CCc1cccc(CC)c1,2.1815183,train
CCCCCCCCCCCCCCCCCCCCCCCC,-3.605404688,train
Cc1c(Br)c(Br)c(Br)c(Br)c1Br,-2.84168094,train
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-1.699008351,train
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,-3.977477604,train
COC(=O)C=C(C)OP(=O)(OC)OC,-0.607886018,train
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,-6.369954717,train
OCCBr,2.438762525,train
COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,-6.007637207,train
CCCCCCCCCCC(=O)OCC,-0.24159818,train
CC(N)C(=O)c1ccccc1,0.401357109,train
Cc1nc(-[n+]2nc(-c3ccccc3)nn2-c2ccccc2)sc1C.[Br-],-8.166683795,train
F[C@@H](C(F)(F)F)C(F)(F)OCC(F)(F)F,4.153,train
Nc1cc(Cl)cc(Cl)c1,0.425925301,train
Clc1cc(Cl)cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-4.04,train
CCN(CCO)CCO,-0.485938611,train
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-8.933593262,train
C=CCCCCCCCCC(=O)O,-0.903381642,train
COC(=O)c1cccc(Br)c1,0.425925301,train
O=c1cccc2n1CC1CNCC2C1,-2.993720038,train
NNCCc1ccccc1,0.810637044,train
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,-2.875101438,train
CC[C@H](C)n1ccnc1,0.954,train
Clc1cc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-5.053,train
CC(C)CCC(C)O,2.43220182,train
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,-4.792319325,train
