smiles,log_vp(pa),split
NCCCCCCCN,1.242,train
FC(F)(F)C(Cl)(Cl)Cl,4.681149358,train
CCCCCCCCCCOC(C)=O,0.07561239,train
CC(=O)C(C)CO,1.47860182,train
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,-5.278507599,train
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,-8.318802194,train
FC(F)C(F)(F)OCC(F)(F)C(F)(F)F,4.199,train
CCNc1nc(Cl)nc(NCC)n1,-5.643327165,train
CC[C@@H](C)CO,2.616,train
CC(C)(C)C(C)(C)C,3.444555067,train
N#CCCCCCCCCC#N,0.366,train
ClCCc1ccccc1,2.35278201,train
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-5.002948422,train
OCCF,3.453000549,train
FC(F)C(F)C(F)(F)F,5.416,train
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C(Br)C(Br)(Br)Br,-8.31879818,train
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-3.3,train
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,-9.78168301,train
NC(=O)c1c(Cl)cccc1Cl,-2.603263088,train
CCCCCCCCC1CCCCC1,0.105598562,train
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-3.663125459,train
C[C@H](O[N+](=O)[O-])[C@H](C)O[N+](=O)[O-],2.029,train
CCC1CCC(C)C1,2.92370182,train
CC(C)(C)S,4.382689394,train
C[C@H]1CN1,4.186,train
CCCCC(=O)OC,3.320021968,train
FCOC(C(F)(F)F)C(F)(F)F,4.368535884,train
O=C(O)c1ccc(C(=O)O)nc1,-3.08977486,train
COC(=O)Cl,4.251189096,train
CCN(CC)C(=O)SCc1ccc(Cl)cc1,-2.587015552,train
Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1Br,-5.025,train
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.112,train
O=C(Cl)OCCOCCOC(=O)Cl,-0.70479818,train
C=CCOC(=O)/C=C\C(=O)OCC=C,-0.04099818,train
C=C1CCCC2(C)CC3(O)OC(=O)C(C)=C3CC12,-4.950825409,train
Nc1cccc2cccnc12,-1.134742006,train
COC(C)(C)CC(C)(C)C,2.866,train
CCCCOB(OCCCC)OCCCC,1.642957269,train
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-6.483719646,train
C[C@H](Br)CBr,3.016,train
CCCCl,4.629423799,train
CCCCOCCOC(C)=O,1.661129239,train
OCCCCCCCCCCCCCCCCO,-5.252,train
CCCNC(C)=O,0.582,train
CN1CCCC1=O,1.651300303,train
CCCCc1ccccc1O,0.130898562,train
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)c(Cl)c1,-2.214,train
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,-4.38624706,train
C=CCNCC=C,3.430265056,train
COCC(F)(F)C(F)F,4.147,train
COc1ccc(C(C)=O)cc1,-0.041728979,train
C=C(C)Cl,5.032641384,train
CNC(=O)Oc1cccc(C(C)C)c1,-0.232145816,train
C=CS(=O)C=C,2.329015288,train
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-7.670984712,train
CN(C)C(=N)N=C(N)N,-1.995435489,train
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,-3.075764146,train
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,-4.930405638,train
Clc1ccc2oc3c(Cl)cc(Cl)cc3c2c1,-2.86,train
CC(=O)c1cccc([N+](=O)[O-])c1,-0.788994121,train
BrCC(Br)c1ccccc1,0.137548562,train
COC(=O)c1ccccc1,1.704014906,train
O=C(O)CCc1ccccc1,-0.44859818,train
O=NN1CCCCCC1,1.778107819,train
CCOP(=O)(N=C1SCC(C)S1)OCC,-2.372677575,train
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,-5.193880819,train
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,-0.405968606,train
O=C(O)c1cc([N+](=O)[O-])ccc1O,-3.810646706,train
O=C(O)c1cccc([N+](=O)[O-])c1,-2.305730785,train
CCCCCCCCOOCCCCCCCC,-0.77473415,train
CCNc1ccccc1,1.431186494,train
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.449333874,train
COC(=O)c1cccc(C)c1,1.329015288,train
CCCC1CCCCC1,2.744380119,train
CCC(C)=NO,2.079137814,train
Cc1cccc(C(=O)O)c1O,-2.164141576,train
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.212346863,train
CN(C)c1nc(N(C)C)nc(N(C)C)n1,-1.405282679,train
C[n+]1cccc(C(=O)[O-])c1,-0.372677575,train
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,-4.226,train
COB(OC)B(OC)OC,2.999,train
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,-6.193880819,train
CCN(C)C,4.671437968,train
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.7959102,train
CCc1ccc2cc3ccccc3cc2c1,-2.819480085,train
Clc1ccc(-c2cccc(Cl)c2Cl)cc1Cl,-2.287,train
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,-4.397988354,train
O=C(O)C(Cl)(Cl)Br,0.681197806,train
CC([NH3+])C(=O)O,-4.83371201,train
CC(N)C12CC3CC(CC(C3)C1)C2,0.556259069,train
Nc1ccc(N)cc1,1.949888427,train
COc1nc(NC(C)C)nc(NC(C)C)n1,-3.513383966,train
COC(=O)c1ccc(C(=O)O)cc1,-1.610286872,train
CC(=O)CO,2.67135866,train
Cc1ccc(O)c(O)c1,-0.427946664,train
CCc1cccc2ccccc12,0.46605091,train
COC(=O)CO,2.483,train
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,-3.975301163,train
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,-2.363,train
Cl.NCc1ccccc1,-3.639576248,train
FC(F)OC(F)(F)[C@H](F)Cl,4.458,train
CCC(=O)C(C)C,3.382017384,train
CCCCSCCCC,2.204563731,train
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,-5.507748774,train
FC(F)(F)/N=C1\S/C(=N\c2ccccc2)N(c2ccccc2)\C1=N\C(F)(F)F,-2.87509818,train
COCC(C)OCC(C)OCC(C)O,0.42591356,train
FC1(F)SC(F)(F)C(F)(F)C1(F)F,4.789,train
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,-3.764514985,train
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-8.806918833,train
CCOC(OCC)OCC,2.71155568,train
CCCCCCCCCCCCCCCCCCl,-2.212322522,train
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-5.754530764,train
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-5.89555632,train
OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,-9.513376859,train
CCC[C@@H](C)C(C)C,3.536,train
Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-3.57,train
CCSc1nnc(C(C)(C)C)c(=O)n1N,-3.000020806,train
CC[N+](CC)(CC)CC.[Br-],-3.977477604,train
C=CC(=O)OCCCCCCCC(C)C,0.457333765,train
FC(F)OC(F)(C(F)(F)F)C(F)(F)F,4.302,train
O=S(=O)([O-])[O-].[NH4+].[NH4+],-3.045275209,train
CC(C)O[N+](=O)[O-],3.657667063,train
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,-6.644655774,train
Cc1cc(O)ccc1O,-0.427946664,train
CN(C)CCO,2.702986667,train
OCC=Cc1ccccc1,0.46551356,train
CCOC(=O)C(Cl)Cl,2.581031579,train
CCO[Si](C)(C)OCC,3.42590182,train
CCOC(=O)C(C)(C)C,3.375308564,train
O=C(O)CSc1ccccc1,-1.431059899,train
CC(=O)OO,3.288307225,train
NN=C(c1ccccc1)c1ccccc1,-1.696127748,train
CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,-4.591803466,train
CCCCCC(O[N+](=O)[O-])O[N+](=O)[O-],0.915,train
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.365900176,train
CNC(=O)O/N=C(\C)C(C)S(C)(=O)=O,-3.57409818,train
CCC(C)CC(C)(C)C,3.32372167,train
C=C(C)OC(C)=O,3.779071847,train
CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC,2.840898649,train
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-7.37672409,train
Fc1cccc(Br)c1,2.846,train
O=c1c(Cl)c(Cl)cnn1-c1ccccc1,-1.920880183,train
CCc1ccccc1CC,2.144567757,train
C[C@@H]1CCCC(C)(C)C1,3.17,train
CCC(Br)CBr,2.614478954,train
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.385010391,train
CCCCc1c(C)nc(N(C)C)[nH]c1=O,-2.83371201,train
O=C(O)CBr,1.190967363,train
CCCCCCCCCCCBr,0.183099042,train
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,-4.53466058,train
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,1.458227407,train
COc1ccc(Cl)c(OC)c1O,-0.084,train
CN(C)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,-7.87509818,train
CCCCCI,2.767030368,train
O=C(O)CCCl,1.643409245,train
CCCCC[C@@H](C)CCC,2.49,train
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.142710935,train
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,-4.372676824,train
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,-3.460131347,train
CC1=C(C=CC=N1)C(=O)O,-3.054039296,train
Clc1cc(Cl)cc(Cl)c1,1.56112954,train
CC(C)CCl,4.288493282,train
II,1.313355323,train
CC(C)(C)C(=O)Cl,2.196777312,train
Cc1ccc2ccc3cccc4ccc1c2c34,-3.651089884,train
OCCc1ccccc1,1.060708061,train
CC[C@@H](Br)CBr,2.609,train
C=C(C)C(=O)OCC,3.442856883,train
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,-4.39798344,train
Clc1ncccn1,2.519346986,train
CCc1cccnc1,2.525339215,train
Cc1c(Cl)cccc1Cl,1.725819495,train
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-2.257614237,train
Cc1cc(=O)[nH]o1,-0.73839818,train
NCCCN,2.970796573,train
C=C=CC,5.225044507,train
CCO[Si](CCCN)(OCC)OCC,0.124895305,train
CC(C)Br,4.384571304,train
COC(F)(F)C(Cl)Cl,3.730918193,train
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,-6.799557734,train
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,-7.265510286,train
CC(=O)c1ccccc1O,-0.001203097,train
Clc1cccc(Cl)c1Oc1ccccc1,-0.76009909,train
O=S(=O)(O)NC1CCCCC1,-3.666797733,train
CCCCCC(C)(CC)C(=O)NC,-1.480653014,train
C=CCO,3.500897458,train
NC(=O)c1cccc(N)c1,-2.460131347,train
CCOC(=O)CCC(=O)OCC,0.808328103,train
CC(O)COc1ccccc1,0.169826851,train
CCOC(=O)C(=O)Cl,3.006353915,train
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,-8.916063303,train
O=C(O)c1ccccc1Nc1ccccc1,-3.498527738,train
Clc1ccc2oc3cc(Cl)c(Cl)cc3c2c1,-3.04,train
COC(=O)c1ccncc1,1.556259069,train
COC(=O)C(Cl)Cl,2.778433246,train
c1ccc2sccc2c1,1.746850685,train
CCOC(=O)CC(C)C,3.047991739,train
CC(C)(C#N)C#N,2.285682564,train
Clc1cc(-c2c(Cl)cccc2Cl)cc(Cl)c1Cl,-2.728,train
C1=CC(=CC(=C1)Cl)N,1.617000341,train
CCCCCCCCC(CCC)c1ccccc1,-1.108691848,train
O=CN1CCOCC1,1.630045283,train
CC(=O)OCC=C(C)CCC=C(C)C,0.616256999,train
CCCC(C)OC(C)=O,3.023985901,train
CNS(=O)(=O)c1ccc(C)cc1,-1.424855587,train
c1ccc(C2(N3CCCC3)CCCCC2)cc1,-1.761161343,train
O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,2.652525206,train
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-0.977983866,train
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],1.647774154,train
O=Cc1ccc(CO)o1,-0.152470772,train
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,-4.443726681,train
Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1,-3.532690097,train
CCCC(CO)O,1.698100546,train
C1CO1.CCCCC(CC)COP(=O)(O)O,0.425925301,train
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,-7.966619676,train
[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,-6.522922177,train
CC[Si](Cl)(Cl)CC,3.200442266,train
CC(=O)Br,4.210456328,train
CC(=O)Oc1ccccc1,1.726078558,train
CC(=O)OCCCCC(C)C,1.832465481,train
Nc1ccc2ccccc2c1,-1.46687588,train
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,-2.175692129,train
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-3.412703858,train
CN(C)O.Cl,3.451231166,train
CCOC(F)(F)C(F)(F)C(F)(F)F,4.549,train
O=[N+]([O-])c1ccccc1Br,0.120091597,train
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,-1.935589688,train
CCCCC[N+](=O)[O-],2.272,train
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,-5.194769182,train
Clc1cccc2cccc(Cl)c12,-0.703,train
CSP(C(F)(F)F)C(F)(F)F,3.89,train
CCCCCCCC/C=C\CCCCCCCC(=O)OC,-3.07639818,train
CCOc1ccc(N)cc1,0.131397477,train
CC(C)OC(=O)Nc1cccc(Cl)c1,-2.349743758,train
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2c(Cl)c1Cl,-5.302,train
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-0.912966909,train
CC(C)C[N+](=O)[O-],2.955328521,train
CC[Si](Cl)(CC)CC,2.955423256,train
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,-4.670989202,train
Cc1cccc(Br)c1,2.187495254,train
C=C1CCCCC1,3.728315719,train
Cc1ccc([N+](=O)[O-])cc1Cl,0.124895305,train
FC(F)(F)OOS(F)(F)(F)(F)F,5.821,train
C=CC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-],-0.84979883,train
CCSc1nc(NC(C)C)nc(NC(C)C)n1,-3.670991446,train
CC(C)n1ccnc1,1.23,train
ClCCOP(OCCCl)OCCCl,-1.39798344,train
CCCC[N+](=O)[O-],2.704142712,train
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,-4.295306811,train
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-2.394074662,train
CCCCC(CC)COP(=S)(S)OCC(CC)CCCC,-2.596351094,train
O=[N+]([O-])C(F)(F)F,5.972943121,train
CCC1CCC(CC)CC1,2.587293303,train
CCCC(C)CCC,3.436500038,train
CCn1cccn1,2.976,train
FC(F)(F)C(Cl)Cl,4.897014047,train
Clc1ccc(-c2ccc(Cl)cc2)cc1,-1.144149698,train
NN,3.211255136,train
Fc1ccc(CCl)cc1,2.1205305,train
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-1.573811895,train
CC(O)COC(C)(C)C,2.796993163,train
CCOC(=O)c1ccc(O)cc1,-1.907088981,train
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],-2.496501043,train
ClCBr,4.256415071,train
Nc1ccc([N+](=O)[O-])c(N)c1,-2.126916668,train
C=C(C)C1CCC(C)CC1O,1.348,train
CCCOCCO,2.54632501,train
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,-3.274131799,train
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-2.627114804,train
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C,-7.331036651,train
FC(F)(F)P(SP(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.499,train
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,-5.845720917,train
CCOC(=O)Cc1ccccc1,0.911646727,train
CC1CCCC(C)C1,3.432030363,train
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,-5.589833225,train
C1OC2=C(O1)C=C(C=C2)C=O,0.784617293,train
c1ccc2c(c1)ccc1ncccc12,-2.126932879,train
C=COCCCl,3.552618901,train
c1ccc(OCC2CO2)cc1,0.124898562,train
CCCCN(CCCC)N=O,0.781054801,train
CC(N)=S,3.306738893,train
Oc1ccc(Br)cc1Br,-0.747999897,train
CC(=NNc1nc(C)cc(C)n1)c1ccccc1C,-5.386553979,train
BrC(Br)Br,2.848106765,train
CCCCCCCCCCl,1.547886963,train
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-2.9,train
CC(C)C(c1ccccc1)c1ccccc1,-0.554,train
CC1=C(C=CC(=C1)O)[N+](=O)[O-],-3.642065153,train
COc1cc(Cl)c(Cl)c(Cl)c1O,-0.60384909,train
FC(F)(F)OO[S@OH5](F)(F)(F)(F)F,5.821,train
CC1=CCC(CC1)C(=C)C,1.217483944,train
C=Cc1cccc(CC)c1,2.029093556,train
Fc1ccc(F)c(F)c1F,3.818700707,train
OCCc1ccccn1,-2.02814937,train
FCC(F)(F)F,5.703718221,train
CC(C)S,4.567287448,train
CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,-5.565474528,train
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c(Cl)c1Cl,-5.884,train
CCNc1nc(NC(C)CC)nc(OC)n1,-3.012193338,train
COc1ccc(Cl)cc1,2.033380324,train
C1=CC=C(C(=C1)Cl)Cl,1.56937391,train
CCCC(=O)CCC,2.652439819,train
CC(C)(c1ccccc1)c1ccc(O)cc1,-2.297223831,train
O=C[C@@H]1C[C@@H]2[C@@H]3[C@H]1[C@@]1(Cl)C(Cl)(Cl)[C@]3(Cl)[C@@]3(Cl)[C@@H]2[C@]31Cl,-4.57409818,train
CCC(=O)CC,3.700953382,train
OCC(F)(F)C(F)(F)F,3.788987358,train
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-7.624684693,train
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,-5.993577389,train
c1cc[nH]c1,3.046957321,train
CCC1=CC=CC=C1O,1.23299611,train
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,-3.19,train
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,-5.030006655,train
CCCCCC1CCCCC1,1.694249425,train
CCOC(=O)CI,1.930388549,train
CCOC(C)(C)CC,3.79545091,train
O=S=O,5.543422327,train
O=C(O)c1ccccc1-c1ccccc1C(=O)O,-5.875104695,train
C=Cn1ccnc1,1.704678902,train
Cl/C=C/CCl,3.666,train
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-9.394004703,train
CCN(O)CC,2.651223662,train
CCCCC(C)Br,2.98450182,train
C=Cc1ccccn1,2.56892096,train
c1ccc2c(c1)c1ccccc1c1ccccc21,-4.997261193,train
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,-1.165834734,train
O=C(C=Cc1ccccc1)OCc1ccccc1,-2.875101438,train
CCCCCCN,3.020252953,train
OCCC1CCCCC1,1.350173023,train
CS,5.164195269,train
CCCCCON=O,2.723557815,train
C#CCCCC,4.251116255,train
O=C(O)CCCCCCCCC(=O)O,-4.417495174,train
C1=C(C=C(C=C1O)O)O,0.46834733,train
C/C=C/CCCCCCCCC,1.206,train
Clc1cc(Cl)c2c(c1)oc1cc(Cl)c(Cl)cc12,-3.699,train
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,-3.096925812,train
ClC/C=C\CCl,2.736,train
CCOC(=O)C(Cl)(Cl)Cl,2.70576105,train
COc1ccccc1Cl,1.503304183,train
Cc1ccc(S(=O)(=O)O)cc1,-3.443740931,train
C=C(C)C(=O)OCCN(CC)CC,1.16628799,train
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-0.180749411,train
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-6.036255604,train
FC(F)(F)[C@H](Cl)Br,4.626,train
Brc1ccc(Oc2ccccc2)cc1Br,-1.97,train
Nc1ccccc1F,2.124895305,train
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,-3.268,train
CNc1nc(NC(C)C)nc(SC)n1,-3.875547361,train
CCN(CC)C(=O)SCc1ccccc1Cl,-1.906609963,train
O=C(O)c1ccccc1F,0.823865309,train
CCCCC(C)CCCC,2.468,train
CC(C)(N)CN,3.118,train
CCN(Cc1ccc(Cl)nc1)C(=C[N+](=O)[O-])NC,-8.961290843,train
CCCC,5.291698147,train
CNC(C)=O,1.625774446,train
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,-7.455148947,train
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,-2.377,train
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,-4.082713006,train
CCC(=O)CCC(C)C,2.564227999,train
c1ccc(C2CO2)cc1,1.602008735,train
CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0.726955296,train
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,-3.50814279,train
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,-8.795923449,train
CC(Oc1ccc2ccccc2c1)C(=O)Nc1ccccc1,-8.5528854,train
CCOP(=S)(OCC)Oc1cnccn1,-0.498331685,train
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],-5.258916162,train
CCCCS(=O)(=O)Cl,1.823865309,train
CN(C)CCN(Cc1cccs1)c1ccccn1,-1.030006655,train
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,-9.957336693,train
Clc1cc(Cl)c(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-2.979,train
CCCCCCCCCCCCc1ccccc1O,-3.513376859,train
Brc1ccsc1,3.346255681,train
c1ccc(-c2cccc(-c3cccc(-c4ccccc4)c3)c2)cc1,-3.940606244,train
CCCCCCCCCCCCBr,-0.28234909,train
CC(C)C=CC(C)C,3.76280182,train
CC(C)NC(C)C,4.011641138,train
CN(C)O,3.450658992,train
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,-9.596351094,train
CCCCCCC(=O)C,1.974511693,train
N#CCON=C(C#N)c1ccccc1,1.66770182,train
CC(C)Nc1ccc(Nc2ccccc2)cc1,-2.023235094,train
CCI,4.203763728,train
CN(C)CCN(C)C,3.338305888,train
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc(Cl)c1Cl,-3.719,train
CCCOCCOCCO,0.823865309,train
CCCCCCCBr,2.225774968,train
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-2.601135674,train
CC(C=O)c1ccccc1,1.556280445,train
Clc1cncc(Cl)c1,2.01138603,train
ClC(Cl)(Cl)Cl,4.162767566,train
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-5.578959494,train
Clc1ccc2c(Cl)cccc2c1,-0.453,train
CCOS(=O)(=O)OCC,1.44962357,train
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,-5.082284779,train
Clc1ccc(SSc2ccc(Cl)cc2)cc1,-3.314003311,train
O=CCCl,3.997526287,train
O=C(O)C(Cl)(Br)Br,-0.159101351,train
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-4.713326009,train
CCCCCCCCCCCCCCCCCCN,-2.233630585,train
Br,6.336287663,train
O=S(=O)(F)OOS(F)(F)(F)(F)F,4.542,train
C=Cc1ccc(O)cc1,0.197948562,train
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-2.025809711,train
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],-7.318802194,train
CC(O)CNCC(C)O,-1.778529181,train
CCCC(O)C(CC)CO,-0.39799818,train
FC(F)(Cl)Cl,5.68064513,train
O=C1c2ccccc2-c2ccccc21,-2.117708666,train
Nc1ccncc1,-1.343625778,train
CCCCC(O[N+](=O)[O-])O[N+](=O)[O-],1.376,train
Clc1c(Cl)c(Cl)c2c(oc3ccccc32)c1Cl,-3.932,train
CC(=O)OC(C)(C)C,3.696652838,train
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-5.397988354,train
O=Cc1ccco1,2.463976948,train
CCC(C)Cl,4.324223383,train
CC(CC(C)O)O,1.663700925,train
FC(F)(Cl)C(F)(F)Cl,5.278839817,train
C/C=C/C(C)C,4.466,train
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-8.030006655,train
CC(C)OC(=O)CCl,2.737840491,train
CCCC(O[N+](=O)[O-])O[N+](=O)[O-],1.8,train
O=[N+]([O-])C(Br)(CO)CO,-2.774716165,train
CC(C)c1ccc(N)cc1,1.037193556,train
O=[N+]([O-])c1ccccc1Cl,0.431010112,train
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,-6.302233093,train
ClC(Cl)c1ccccc1,1.801747036,train
Clc1ccccc1Oc1ccccc1,-0.27149909,train
CCOP(=O)([O-])C(N)=O.[NH4+],2.423246309,train
CCCC(=O)O,2.28579008,train
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,-3.13,train
Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1,-2.116,train
CCCCCCCCCCCC[C@@H](C)O,-1.52,train
Br[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,0.517,train
CCCC(C)CC,3.911835665,train
Cc1cc(N)ccc1N=Nc1ccc([N+](=O)[O-])cc1,-7.02189818,train
COP(=O)(OC)O[C@H](Br)C(Cl)(Cl)Br,-1.573,train
O=CC(Cl)(Cl)Cl,3.82690811,train
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-4.06,train
CCCCCCCCOC(=O)CO,-0.218,train
